step_time,reward,total_stopped,total_wait_time
5.0,,0,0.0
10.0,0.0,0,0.0
15.0,0.0,1,0.0
20.0,-0.2,8,28.0
25.0,-0.2,6,31.0
30.0,-0.09999999999999998,7,42.0
35.0,-0.09999999999999998,4,31.0
40.0,-0.10999999999999999,12,65.0
45.0,-0.44,9,78.0
50.0,-0.44,3,100.0
55.0,-0.19000000000000006,13,105.0
60.0,-0.19000000000000006,17,166.0
65.0,-0.6199999999999999,13,189.0
70.0,-0.55,12,233.0
75.0,-0.55,8,211.0
80.0,0.30000000000000004,11,210.0
85.0,0.30000000000000004,11,184.0
90.0,0.11999999999999988,14,169.0
95.0,0.11999999999999988,18,218.0
100.0,-0.2599999999999998,16,216.0
105.0,-0.2599999999999998,12,235.0
110.0,-0.30000000000000027,17,273.0
115.0,-0.10000000000000009,18,261.0
120.0,-0.10000000000000009,14,274.0
125.0,-0.2999999999999998,12,298.0
130.0,-0.2999999999999998,15,291.0
135.0,-0.1299999999999999,16,298.0
140.0,-0.1299999999999999,14,341.0
145.0,-0.5900000000000003,30,387.0
150.0,-0.5900000000000003,14,392.0
155.0,-0.44999999999999973,13,346.0
160.0,0.3900000000000001,16,367.0
165.0,0.3900000000000001,21,375.0
170.0,-0.5299999999999998,22,450.0
175.0,-0.5299999999999998,22,453.0
180.0,-0.3600000000000003,28,474.0
185.0,-0.54,30,535.0
190.0,-0.54,22,582.0
195.0,-0.7400000000000002,27,631.0
200.0,-0.7400000000000002,24,647.0
205.0,-0.7699999999999996,20,623.0
210.0,0.13999999999999968,18,651.0
215.0,0.13999999999999968,18,652.0
220.0,-0.71,28,750.0
225.0,-0.71,21,757.0
230.0,-0.40000000000000036,19,684.0
235.0,-0.40000000000000036,19,689.0
240.0,0.3800000000000008,22,747.0
245.0,0.3800000000000008,25,760.0
250.0,-0.54,21,731.0
255.0,0.05999999999999961,28,754.0
260.0,-0.3099999999999996,35,820.0
265.0,-0.3099999999999996,31,826.0
270.0,-0.75,33,924.0
275.0,-0.75,31,976.0
280.0,-1.1300000000000008,28,922.0
285.0,-1.1300000000000008,15,937.0
290.0,0.17999999999999972,26,971.0
295.0,0.17999999999999972,25,987.0
300.0,-0.3199999999999985,30,996.0
305.0,-0.5200000000000014,26,1065.0
310.0,-0.5200000000000014,23,1024.0
315.0,0.08999999999999986,21,1071.0
320.0,0.08999999999999986,21,1055.0
325.0,-0.33999999999999986,35,1092.0
330.0,-0.33999999999999986,27,1165.0
335.0,-0.6899999999999995,25,1077.0
340.0,-0.6899999999999995,21,1076.0
345.0,0.5700000000000003,28,1129.0
350.0,-0.5199999999999996,32,1160.0
355.0,-0.5199999999999996,26,1117.0
360.0,0.08000000000000007,31,1112.0
365.0,-0.3200000000000003,41,1208.0
370.0,-0.3200000000000003,34,1228.0
375.0,-1.17,39,1316.0
380.0,-1.17,37,1430.0
385.0,-1.3900000000000006,28,1349.0
390.0,-1.3900000000000006,21,1360.0
395.0,0.4800000000000004,29,1351.0
400.0,-0.6300000000000008,35,1456.0
405.0,-0.6300000000000008,32,1487.0
410.0,-0.8499999999999996,31,1569.0
415.0,-0.8499999999999996,29,1448.0
420.0,0.39000000000000057,24,1473.0
425.0,0.39000000000000057,29,1270.0
430.0,1.7199999999999989,31,1306.0
435.0,1.7199999999999989,36,1314.0
440.0,-0.16999999999999993,42,1437.0
445.0,-1.8999999999999986,42,1546.0
450.0,-1.8999999999999986,40,1599.0
455.0,-1.4400000000000013,35,1719.0
460.0,-1.4400000000000013,23,1651.0
465.0,0.3000000000000007,24,1606.0
470.0,0.3000000000000007,25,1637.0
475.0,-0.3000000000000007,35,1695.0
480.0,-0.3000000000000007,28,1691.0
485.0,-0.4299999999999997,32,1628.0
490.0,0.3200000000000003,25,1684.0
495.0,0.3200000000000003,27,1568.0
500.0,1.459999999999999,31,1569.0
505.0,1.459999999999999,33,1523.0
510.0,0.08000000000000007,41,1523.0
515.0,0.08000000000000007,40,1617.0
520.0,-1.5199999999999996,48,1750.0
525.0,-1.5199999999999996,40,1774.0
530.0,-1.1699999999999982,28,1738.0
535.0,0.22999999999999687,24,1742.0
540.0,0.22999999999999687,23,1660.0
545.0,0.9800000000000004,31,1711.0
550.0,0.9800000000000004,28,1667.0
555.0,0.120000000000001,27,1537.0
560.0,0.120000000000001,24,1554.0
565.0,0.6400000000000006,31,1596.0
570.0,0.6400000000000006,27,1413.0
575.0,1.6399999999999988,30,1374.0
580.0,-0.17999999999999972,43,1470.0
585.0,-0.17999999999999972,40,1473.0
590.0,-1.5999999999999996,44,1678.0
595.0,-1.5999999999999996,44,1716.0
600.0,-1.25,38,1673.0
605.0,-1.25,27,1698.0
610.0,-0.05000000000000071,30,1732.0
615.0,-0.05000000000000071,31,1722.0
620.0,-0.00999999999999801,30,1700.0
625.0,-0.14000000000000057,28,1764.0
630.0,-0.14000000000000057,26,1687.0
635.0,0.5799999999999983,23,1725.0
640.0,0.5799999999999983,24,1605.0
645.0,1.6100000000000012,28,1489.0
650.0,1.6100000000000012,32,1510.0
655.0,0.10999999999999943,39,1556.0
660.0,0.10999999999999943,43,1599.0
665.0,-0.9299999999999997,41,1683.0
670.0,-0.9599999999999991,37,1732.0
675.0,-0.9599999999999991,25,1684.0
680.0,0.33999999999999986,25,1708.0
685.0,0.33999999999999986,29,1584.0
690.0,1.5999999999999996,27,1488.0
